367.334, 23.0668
65.1366, 23.304
706.705, 24.3915
586.404, 24.9305
824.605, 25.1032
213.66, 26.0113
801.641, 26.5114
570.598, 27.2037
576.956, 28.3541
202.541, 30.7976
761.953, 31.612
129.776, 31.7334
276.821, 32.0483
513.563, 32.5623
757.103, 33.056
89.8466, 34.5103
866.31, 36.3914
630.511, 37.1965
561.287, 37.4403
571.167, 37.54
552.706, 38.6443
602.681, 39.3651
469.092, 41.5016
523.595, 42.6646
106.44, 42.7197
770.592, 43.1954
678.087, 43.4655
702.356, 43.2961
222.254, 43.9841
445.176, 43.8484
390.446, 45.4145
235.978, 46.5259
345.217, 46.445
423.612, 46.3833
365.15, 48.7739
208.936, 49.3276
174.211, 50.8468
272.341, 51.191
876.412, 51.4233
421.145, 52.1951
114.164, 54.1415
887.398, 53.9493
319.501, 55.517
171.161, 55.8468
555.745, 56.1346
199.418, 56.6524
916.094, 56.3209
764.959, 57.3266
785.947, 58.1671
329.575, 58.5952
831.598, 58.3529
397.478, 59.0747
730.952, 58.995
722.305, 59.8328
843.535, 59.8202
459.364, 60.6472
655.148, 61.115
165.536, 61.7265
609.438, 61.3144
783.392, 61.2884
727.604, 62.2057
49.8668, 62.3836
211.138, 62.4023
371.289, 63.1549
843.494, 63.0773
789.564, 63.6349
191.019, 64.1921
600.092, 67.4505
792.647, 67.8293
728.995, 67.7585
162.291, 69.5605
475.842, 69.9072
393.641, 73.5611
454.797, 73.4001
505.234, 74.1813
762.494, 74.3056
794.178, 74.3698
458.676, 75.3379
799.95, 78.2995
609.096, 78.8344
627.804, 79.1297
412.511, 80.7322
163.304, 82.0186
146.679, 82.5756
716.049, 83.5484
762.881, 83.6344
771.455, 84.0173
726.067, 85.179
156.925, 85.5292
353.047, 85.5413
659.385, 85.4785
139.239, 86.6899
624.573, 87.5982
218.812, 87.8651
880.291, 88.0961
759.663, 88.588
184.135, 88.8789
882.972, 90.0058
784.43, 91.1862
831.598, 91.4185
403.311, 92.6701
752.336, 92.5993
689.41, 92.8712
585.249, 93.5457
49.7678, 93.9131
323.563, 94.645
812.748, 94.3603
756.39, 95.3726
513.383, 95.9069
594.521, 96.1163
664.55, 96.0282
506.647, 96.6356
354.807, 98.8123
339.36, 100.11
399.548, 103.032
390.181, 105.379
757.997, 105.374
689.324, 106.257
249.916, 107.802
547.566, 109.012
631.632, 109.311
804.383, 113.986
178.343, 114.36
207.844, 115.402
837.884, 115.528
674.381, 115.867
386.042, 117.559
423.551, 117.562
110.986, 118.669
325.816, 120.515
444.222, 120.415
540.515, 120.459
612.081, 121.99
798.859, 122.468
562.395, 122.904
599.937, 123.415
557.549, 123.874
498.532, 125.117
605.577, 124.916
376.986, 126.442
398.483, 127.385
476.45, 127.331
421.896, 130.582
614.187, 130.841
67.7409, 131.448
162.297, 134.967
333.714, 135.427
749.186, 135.796
889.257, 135.962
245.821, 138.448
238.163, 139.538
403.008, 140.384
552.643, 142.473
765.392, 145.163
676.617, 146.345
47.9531, 146.933
74.1385, 147.395
244.02, 147.31
689.996, 147.976
292.68, 149.27
720.549, 149.044
591.09, 149.525
652.77, 149.647
547.491, 150.241
324.419, 151.664
157.201, 152.813
635.671, 153.02
747.516, 153.503
375.962, 154.241
643.46, 155.661
298.748, 156.386
650.374, 156.399
492.77, 157.059
601.993, 158.139
424.555, 158.546
430.636, 159.768
192.012, 160.339
333.362, 160.998
506.74, 161.01
235.584, 163.347
284.677, 164.041
741.393, 165.293
45.9815, 166.64
265.652, 166.31
62.302, 167.642
454.179, 167.566
528.766, 168.784
927.66, 168.629
613.923, 169.731
477.374, 171.813
539.209, 172.311
24.5256, 172.3
546.013, 173.068
834.29, 174.009
556.764, 174.299
713.085, 175.11
415.897, 175.97
823.345, 175.864
336.352, 176.999
720.009, 177.696
877.02, 177.903
594.046, 178.375
478.427, 179.353
28.416, 180.124
386.271, 179.906
400.697, 179.987
471.833, 180.155
837.783, 180.004
760.196, 181.067
629.506, 182.395
136.013, 184.325
480.359, 185.429
386.117, 187.001
521.649, 187.058
597.379, 187.061
273.277, 187.52
333.112, 188.435
250.889, 189.608
278.889, 190.6
503.295, 190.863
838.689, 190.656
266.581, 190.871
118.512, 192.5
743.573, 193.278
444.126, 194.276
117.46, 195.087
208.465, 195.089
661.469, 195.056
654.192, 196.287
487.741, 197.086
70.3362, 197.445
432.229, 198.187
771.588, 198.601
687.085, 199.7
