331.425, 58.7568
78.3668, 64.1685
638.063, 53.5836
525.674, 56.7058
750.084, 52.1084
200.581, 64.012
728.093, 53.8162
511.344, 58.8427
517.389, 59.8856
191.387, 68.5556
689.887, 59.8627
130.993, 70.7066
253.892, 68.579
459.869, 65.3692
685.41, 61.2501
98.2879, 73.5307
790.983, 62.4842
567.208, 68.0604
503.144, 69.3946
511.968, 69.3406
495.498, 70.5977
541, 70.4833
420.168, 74.4831
468.898, 74.7358
112.383, 81.3101
698.322, 71.7108
611.016, 73.3559
633.419, 72.5035
207.615, 80.9568
398.989, 77.2938
351.987, 79.3261
219.374, 83.0881
312.479, 81.5356
380.065, 80.1092
329.876, 83.3175
196.79, 86.0863
168.708, 86.2962
250.243, 86.9977
801.228, 77.899
378.744, 86.3031
118.212, 91.6327
811.487, 80.4262
289.797, 90.4813
165.398, 92.5928
498.183, 87.7002
188.852, 93.038
840.388, 82.4111
692.496, 85.656
712.596, 86.1871
298.997, 93.4132
757.026, 85.6377
357.632, 92.6
660.465, 87.9972
652.315, 89.0214
769.709, 86.9491
411.777, 93.5497
589.862, 91.276
161.604, 97.8198
544.028, 91.5525
710.809, 89.3888
657.275, 91.2719
66.673, 99.1639
198.422, 98.5515
334.47, 97.0327
769.188, 90.7802
716.555, 91.7349
181.98, 100.332
538.722, 97.9475
720.017, 96.2445
658.656, 96.6857
158.448, 105.659
426.787, 102.182
354.014, 106.905
408.304, 105.932
452.714, 106.201
690.544, 102.949
721.107, 102.636
411.369, 107.902
726.648, 106.459
546.754, 109.466
563.914, 109.407
370.863, 113.463
159.522, 117.344
145.693, 117.867
646.568, 112.833
690.986, 112.278
699.176, 112.611
656.323, 114.609
154.25, 120.678
319.25, 119.187
593.802, 115.51
140.024, 122.165
561.117, 117.929
205.313, 122.62
800.305, 114.045
687.855, 117.652
177.26, 123.752
807.844, 117.452
711.805, 119.766
757.348, 119.502
363.043, 125.081
680.887, 121.91
621.442, 122.294
524.615, 123.909
67.0657, 129.474
293.781, 127.777
739.104, 122.567
684.924, 124.471
460.071, 127.118
533.994, 126.779
598.402, 125.858
454.171, 127.918
321.008, 131.612
307.901, 132.825
359.992, 135.146
351.8, 137.383
686.236, 134.253
621.548, 135.739
231.508, 140.846
490.826, 139.652
567.456, 139.495
731.613, 142.425
172.015, 147.712
196.149, 148.538
763.264, 144.003
607.054, 145.482
347.974, 149.19
380.087, 148.249
116.626, 151.806
296.13, 152.445
398.903, 151.81
484.743, 150.893
549.948, 152.163
725.225, 151.364
504.887, 153.221
538.603, 153.616
499.852, 154.386
447.155, 155.811
543.703, 154.735
340.43, 158.028
358.634, 158.547
427.215, 158.372
378.964, 161.514
551.959, 160.652
81.5843, 164.185
157.254, 166.683
302.759, 166.732
677.866, 165.124
813.434, 160.696
227.849, 169.98
222.487, 171.405
362.703, 171.221
495.548, 172.557
693.303, 174.266
609.079, 175.57
66.4997, 177.363
87.0099, 179.508
226.57, 178.445
622.231, 177.464
267.584, 180.061
650.763, 178.462
530.81, 179.476
587.526, 179.39
490.962, 180.412
294.854, 182.514
154.735, 183.571
571.333, 182.69
676.043, 182.989
339.098, 184.456
578.687, 185.218
273.341, 186.522
585.061, 185.999
441.575, 186.979
540.577, 187.618
381.579, 188.611
386.676, 189.827
183.368, 190.691
302.388, 191.27
454.671, 190.575
219.745, 193.584
261.196, 194.186
670.32, 194.892
65.1572, 194.611
245.394, 196.801
77.9864, 197.508
407.677, 196.895
473.883, 198.629
851.37, 197.627
551.273, 198.972
428.388, 201.344
483.211, 201.835
46.6956, 202.159
488.966, 202.799
759.915, 203.555
499.389, 204.117
643.612, 204.644
374.07, 205.768
748.959, 205.392
305.517, 206.325
649.911, 207.414
801.549, 207.503
533.139, 207.492
428.967, 208.54
50.0063, 209.341
348.018, 209.081
360.688, 209.35
422.905, 209.321
763.597, 209.218
688.416, 210.614
565.917, 211.703
137.34, 213.444
430.843, 214.606
347.782, 216.135
467.737, 216.419
